truth,trial,seed,alpha,beta,decision,error,stopping_time
P,787,260728374,0.05,0.05,P,False,148
P,787,260728374,0.05,0.01,P,False,153
P,787,260728374,0.01,0.05,P,False,148
P,788,260728375,0.05,0.05,P,False,118
P,788,260728375,0.05,0.01,P,False,123
P,788,260728375,0.01,0.05,P,False,118
P,789,260728376,0.05,0.05,P,False,133
P,789,260728376,0.05,0.01,P,False,139
P,789,260728376,0.01,0.05,P,False,133
P,790,260728377,0.05,0.05,P,False,92
P,790,260728377,0.05,0.01,P,False,97
P,790,260728377,0.01,0.05,P,False,92
P,791,260728378,0.05,0.05,P,False,163
P,791,260728378,0.05,0.01,P,False,175
P,791,260728378,0.01,0.05,P,False,163
P,792,260728379,0.05,0.05,P,False,112
P,792,260728379,0.05,0.01,P,False,116
P,792,260728379,0.01,0.05,P,False,112
P,793,260728380,0.05,0.05,P,False,141
P,793,260728380,0.05,0.01,P,False,146
P,793,260728380,0.01,0.05,P,False,141
P,794,260728381,0.05,0.05,P,False,118
P,794,260728381,0.05,0.01,P,False,123
P,794,260728381,0.01,0.05,P,False,118
P,795,260728382,0.05,0.05,P,False,157
P,795,260728382,0.05,0.01,P,False,163
P,795,260728382,0.01,0.05,P,False,157
P,796,260728383,0.05,0.05,P,False,124
P,796,260728383,0.05,0.01,P,False,129
P,796,260728383,0.01,0.05,P,False,124
P,797,260728384,0.05,0.05,P,False,110
P,797,260728384,0.05,0.01,P,False,115
P,797,260728384,0.01,0.05,P,False,110
P,798,260728385,0.05,0.05,P,False,104
P,798,260728385,0.05,0.01,P,False,108
P,798,260728385,0.01,0.05,P,False,104
P,799,260728386,0.05,0.05,P,False,125
P,799,260728386,0.05,0.01,P,False,130
P,799,260728386,0.01,0.05,P,False,125
P,800,260728387,0.05,0.05,P,False,151
P,800,260728387,0.05,0.01,P,False,156
P,800,260728387,0.01,0.05,P,False,151
P,801,260728388,0.05,0.05,P,False,105
P,801,260728388,0.05,0.01,P,False,110
P,801,260728388,0.01,0.05,P,False,105
P,802,260728389,0.05,0.05,P,False,146
P,802,260728389,0.05,0.01,P,False,151
P,802,260728389,0.01,0.05,P,False,146
P,803,260728390,0.05,0.05,P,False,149
P,803,260728390,0.05,0.01,P,False,154
P,803,260728390,0.01,0.05,P,False,149
P,804,260728391,0.05,0.05,P,False,138
P,804,260728391,0.05,0.01,P,False,143
P,804,260728391,0.01,0.05,P,False,138
P,805,260728392,0.05,0.05,P,False,141
P,805,260728392,0.05,0.01,P,False,149
P,805,260728392,0.01,0.05,P,False,141
P,806,260728393,0.05,0.05,P,False,138
P,806,260728393,0.05,0.01,P,False,143
P,806,260728393,0.01,0.05,P,False,138
P,807,260728394,0.05,0.05,P,False,134
P,807,260728394,0.05,0.01,P,False,139
P,807,260728394,0.01,0.05,P,False,134
P,808,260728395,0.05,0.05,P,False,169
P,808,260728395,0.05,0.01,P,False,174
P,808,260728395,0.01,0.05,P,False,169
P,809,260728396,0.05,0.05,P,False,165
P,809,260728396,0.05,0.01,P,False,170
P,809,260728396,0.01,0.05,P,False,165
P,810,260728397,0.05,0.05,P,False,170
P,810,260728397,0.05,0.01,P,False,175
P,810,260728397,0.01,0.05,P,False,170
P,811,260728398,0.05,0.05,P,False,127
P,811,260728398,0.05,0.01,P,False,132
P,811,260728398,0.01,0.05,P,False,127
P,812,260728399,0.05,0.05,P,False,131
P,812,260728399,0.05,0.01,P,False,136
P,812,260728399,0.01,0.05,P,False,131
P,813,260728400,0.05,0.05,P,False,196
P,813,260728400,0.05,0.01,P,False,201
P,813,260728400,0.01,0.05,P,False,196
P,814,260728401,0.05,0.05,P,False,93
P,814,260728401,0.05,0.01,P,False,98
P,814,260728401,0.01,0.05,P,False,93
P,815,260728402,0.05,0.05,P,False,162
P,815,260728402,0.05,0.01,P,False,168
P,815,260728402,0.01,0.05,P,False,162
P,816,260728403,0.05,0.05,P,False,148
P,816,260728403,0.05,0.01,P,False,153
P,816,260728403,0.01,0.05,P,False,148
P,817,260728404,0.05,0.05,P,False,128
P,817,260728404,0.05,0.01,P,False,133
P,817,260728404,0.01,0.05,P,False,128
P,818,260728405,0.05,0.05,P,False,183
P,818,260728405,0.05,0.01,P,False,188
P,818,260728405,0.01,0.05,P,False,183
P,819,260728406,0.05,0.05,P,False,135
P,819,260728406,0.05,0.01,P,False,140
P,819,260728406,0.01,0.05,P,False,135
P,820,260728407,0.05,0.05,P,False,118
P,820,260728407,0.05,0.01,P,False,123
P,820,260728407,0.01,0.05,P,False,118
P,821,260728408,0.05,0.05,P,False,100
P,821,260728408,0.05,0.01,P,False,105
P,821,260728408,0.01,0.05,P,False,100
P,822,260728409,0.05,0.05,P,False,117
P,822,260728409,0.05,0.01,P,False,122
P,822,260728409,0.01,0.05,P,False,117
P,823,260728410,0.05,0.05,P,False,208
P,823,260728410,0.05,0.01,P,False,213
P,823,260728410,0.01,0.05,P,False,208
P,824,260728411,0.05,0.05,P,False,168
P,824,260728411,0.05,0.01,P,False,173
P,824,260728411,0.01,0.05,P,False,168
P,825,260728412,0.05,0.05,P,False,137
P,825,260728412,0.05,0.01,P,False,142
P,825,260728412,0.01,0.05,P,False,137
P,826,260728413,0.05,0.05,P,False,103
P,826,260728413,0.05,0.01,P,False,108
P,826,260728413,0.01,0.05,P,False,103
P,827,260728414,0.05,0.05,P,False,121
P,827,260728414,0.05,0.01,P,False,125
P,827,260728414,0.01,0.05,P,False,121
P,828,260728415,0.05,0.05,P,False,191
P,828,260728415,0.05,0.01,P,False,196
P,828,260728415,0.01,0.05,P,False,191
P,829,260728416,0.05,0.05,P,False,116
P,829,260728416,0.05,0.01,P,False,121
P,829,260728416,0.01,0.05,P,False,116
P,830,260728417,0.05,0.05,P,False,127
P,830,260728417,0.05,0.01,P,False,134
P,830,260728417,0.01,0.05,P,False,127
P,831,260728418,0.05,0.05,P,False,103
P,831,260728418,0.05,0.01,P,False,123
P,831,260728418,0.01,0.05,P,False,103
P,832,260728419,0.05,0.05,P,False,106
P,832,260728419,0.05,0.01,P,False,111
P,832,260728419,0.01,0.05,P,False,106
P,833,260728420,0.05,0.05,P,False,176
P,833,260728420,0.05,0.01,P,False,181
P,833,260728420,0.01,0.05,P,False,176
P,834,260728421,0.05,0.05,P,False,130
P,834,260728421,0.05,0.01,P,False,135
P,834,260728421,0.01,0.05,P,False,130
P,835,260728422,0.05,0.05,P,False,156
P,835,260728422,0.05,0.01,P,False,161
P,835,260728422,0.01,0.05,P,False,156
P,836,260728423,0.05,0.05,P,False,202
P,836,260728423,0.05,0.01,P,False,207
P,836,260728423,0.01,0.05,P,False,202
P,837,260728424,0.05,0.05,P,False,139
P,837,260728424,0.05,0.01,P,False,144
P,837,260728424,0.01,0.05,P,False,139
P,838,260728425,0.05,0.05,P,False,181
P,838,260728425,0.05,0.01,P,False,186
P,838,260728425,0.01,0.05,P,False,181
P,839,260728426,0.05,0.05,P,False,180
P,839,260728426,0.05,0.01,P,False,185
P,839,260728426,0.01,0.05,P,False,180
P,840,260728427,0.05,0.05,P,False,150
P,840,260728427,0.05,0.01,P,False,155
P,840,260728427,0.01,0.05,P,False,150
P,841,260728428,0.05,0.05,P,False,121
P,841,260728428,0.05,0.01,P,False,126
P,841,260728428,0.01,0.05,P,False,121
P,842,260728429,0.05,0.05,P,False,109
P,842,260728429,0.05,0.01,P,False,121
P,842,260728429,0.01,0.05,P,False,109
P,843,260728430,0.05,0.05,P,False,151
P,843,260728430,0.05,0.01,P,False,163
P,843,260728430,0.01,0.05,P,False,151
P,844,260728431,0.05,0.05,P,False,112
P,844,260728431,0.05,0.01,P,False,150
P,844,260728431,0.01,0.05,P,False,112
P,845,260728432,0.05,0.05,P,False,178
P,845,260728432,0.05,0.01,P,False,183
P,845,260728432,0.01,0.05,P,False,178
P,846,260728433,0.05,0.05,P,False,132
P,846,260728433,0.05,0.01,P,False,137
P,846,260728433,0.01,0.05,P,False,132
P,847,260728434,0.05,0.05,P,False,169
P,847,260728434,0.05,0.01,P,False,174
P,847,260728434,0.01,0.05,P,False,169
P,848,260728435,0.05,0.05,P,False,137
P,848,260728435,0.05,0.01,P,False,142
P,848,260728435,0.01,0.05,P,False,137
P,849,260728436,0.05,0.05,P,False,102
P,849,260728436,0.05,0.01,P,False,107
P,849,260728436,0.01,0.05,P,False,102
P,850,260728437,0.05,0.05,P,False,145
P,850,260728437,0.05,0.01,P,False,150
P,850,260728437,0.01,0.05,P,False,145
P,851,260728438,0.05,0.05,P,False,118
P,851,260728438,0.05,0.01,P,False,122
P,851,260728438,0.01,0.05,P,False,118
P,852,260728439,0.05,0.05,P,False,165
P,852,260728439,0.05,0.01,P,False,170
P,852,260728439,0.01,0.05,P,False,165
P,853,260728440,0.05,0.05,P,False,178
P,853,260728440,0.05,0.01,P,False,183
P,853,260728440,0.01,0.05,P,False,178
P,854,260728441,0.05,0.05,P,False,149
P,854,260728441,0.05,0.01,P,False,161
P,854,260728441,0.01,0.05,P,False,149
P,855,260728442,0.05,0.05,P,False,156
P,855,260728442,0.05,0.01,P,False,161
P,855,260728442,0.01,0.05,P,False,156
P,856,260728443,0.05,0.05,P,False,112
P,856,260728443,0.05,0.01,P,False,117
P,856,260728443,0.01,0.05,P,False,112
P,857,260728444,0.05,0.05,P,False,118
P,857,260728444,0.05,0.01,P,False,123
P,857,260728444,0.01,0.05,P,False,118
P,858,260728445,0.05,0.05,P,False,137
P,858,260728445,0.05,0.01,P,False,142
P,858,260728445,0.01,0.05,P,False,137
P,859,260728446,0.05,0.05,P,False,144
P,859,260728446,0.05,0.01,P,False,149
P,859,260728446,0.01,0.05,P,False,144
P,860,260728447,0.05,0.05,P,False,175
P,860,260728447,0.05,0.01,P,False,181
P,860,260728447,0.01,0.05,P,False,175
P,861,260728448,0.05,0.05,P,False,169
P,861,260728448,0.05,0.01,P,False,174
P,861,260728448,0.01,0.05,P,False,169
P,862,260728449,0.05,0.05,P,False,170
P,862,260728449,0.05,0.01,P,False,181
P,862,260728449,0.01,0.05,P,False,170
P,863,260728450,0.05,0.05,P,False,173
P,863,260728450,0.05,0.01,P,False,179
P,863,260728450,0.01,0.05,P,False,173
P,864,260728451,0.05,0.05,P,False,160
P,864,260728451,0.05,0.01,P,False,165
P,864,260728451,0.01,0.05,P,False,160
P,865,260728452,0.05,0.05,P,False,119
P,865,260728452,0.05,0.01,P,False,124
P,865,260728452,0.01,0.05,P,False,119
P,866,260728453,0.05,0.05,P,False,161
P,866,260728453,0.05,0.01,P,False,166
P,866,260728453,0.01,0.05,P,False,161
P,867,260728454,0.05,0.05,P,False,129
P,867,260728454,0.05,0.01,P,False,134
P,867,260728454,0.01,0.05,P,False,129
P,868,260728455,0.05,0.05,P,False,123
P,868,260728455,0.05,0.01,P,False,128
P,868,260728455,0.01,0.05,P,False,123
P,869,260728456,0.05,0.05,P,False,114
P,869,260728456,0.05,0.01,P,False,123
P,869,260728456,0.01,0.05,P,False,114
P,870,260728457,0.05,0.05,P,False,157
P,870,260728457,0.05,0.01,P,False,162
P,870,260728457,0.01,0.05,P,False,157
P,871,260728458,0.05,0.05,P,False,144
P,871,260728458,0.05,0.01,P,False,149
P,871,260728458,0.01,0.05,P,False,144
P,872,260728459,0.05,0.05,P,False,149
P,872,260728459,0.05,0.01,P,False,155
P,872,260728459,0.01,0.05,P,False,149
P,873,260728460,0.05,0.05,P,False,130
P,873,260728460,0.05,0.01,P,False,136
P,873,260728460,0.01,0.05,P,False,130
P,874,260728461,0.05,0.05,P,False,170
P,874,260728461,0.05,0.01,P,False,175
P,874,260728461,0.01,0.05,P,False,170
P,875,260728462,0.05,0.05,P,False,176
P,875,260728462,0.05,0.01,P,False,181
P,875,260728462,0.01,0.05,P,False,176
P,876,260728463,0.05,0.05,P,False,105
P,876,260728463,0.05,0.01,P,False,109
P,876,260728463,0.01,0.05,P,False,105
P,877,260728464,0.05,0.05,P,False,162
P,877,260728464,0.05,0.01,P,False,168
P,877,260728464,0.01,0.05,P,False,162
P,878,260728465,0.05,0.05,P,False,205
P,878,260728465,0.05,0.01,P,False,211
P,878,260728465,0.01,0.05,P,False,205
P,879,260728466,0.05,0.05,P,False,105
P,879,260728466,0.05,0.01,P,False,110
P,879,260728466,0.01,0.05,P,False,105
P,880,260728467,0.05,0.05,P,False,149
P,880,260728467,0.05,0.01,P,False,154
P,880,260728467,0.01,0.05,P,False,149
P,881,260728468,0.05,0.05,P,False,110
P,881,260728468,0.05,0.01,P,False,115
P,881,260728468,0.01,0.05,P,False,110
P,882,260728469,0.05,0.05,P,False,115
P,882,260728469,0.05,0.01,P,False,120
P,882,260728469,0.01,0.05,P,False,115
P,883,260728470,0.05,0.05,P,False,135
P,883,260728470,0.05,0.01,P,False,140
P,883,260728470,0.01,0.05,P,False,135
P,884,260728471,0.05,0.05,P,False,155
P,884,260728471,0.05,0.01,P,False,160
P,884,260728471,0.01,0.05,P,False,155
P,885,260728472,0.05,0.05,P,False,102
P,885,260728472,0.05,0.01,P,False,105
P,885,260728472,0.01,0.05,P,False,102
P,886,260728473,0.05,0.05,P,False,138
P,886,260728473,0.05,0.01,P,False,143
P,886,260728473,0.01,0.05,P,False,138
P,887,260728474,0.05,0.05,P,False,159
P,887,260728474,0.05,0.01,P,False,164
P,887,260728474,0.01,0.05,P,False,159
P,888,260728475,0.05,0.05,P,False,145
P,888,260728475,0.05,0.01,P,False,155
P,888,260728475,0.01,0.05,P,False,145
P,889,260728476,0.05,0.05,P,False,116
P,889,260728476,0.05,0.01,P,False,121
P,889,260728476,0.01,0.05,P,False,116
P,890,260728477,0.05,0.05,P,False,135
P,890,260728477,0.05,0.01,P,False,140
P,890,260728477,0.01,0.05,P,False,135
P,891,260728478,0.05,0.05,P,False,101
P,891,260728478,0.05,0.01,P,False,106
P,891,260728478,0.01,0.05,P,False,101
P,892,260728479,0.05,0.05,P,False,146
P,892,260728479,0.05,0.01,P,False,151
P,892,260728479,0.01,0.05,P,False,146
P,893,260728480,0.05,0.05,P,False,182
P,893,260728480,0.05,0.01,P,False,187
P,893,260728480,0.01,0.05,P,False,182
P,894,260728481,0.05,0.05,P,False,156
P,894,260728481,0.05,0.01,P,False,161
P,894,260728481,0.01,0.05,P,False,156
P,895,260728482,0.05,0.05,P,False,132
P,895,260728482,0.05,0.01,P,False,137
P,895,260728482,0.01,0.05,P,False,132
P,896,260728483,0.05,0.05,P,False,110
P,896,260728483,0.05,0.01,P,False,152
P,896,260728483,0.01,0.05,P,False,110
P,897,260728484,0.05,0.05,P,False,91
P,897,260728484,0.05,0.01,P,False,113
P,897,260728484,0.01,0.05,P,False,91
P,898,260728485,0.05,0.05,P,False,185
P,898,260728485,0.05,0.01,P,False,190
P,898,260728485,0.01,0.05,P,False,185
P,899,260728486,0.05,0.05,P,False,166
P,899,260728486,0.05,0.01,P,False,171
P,899,260728486,0.01,0.05,P,False,166
P,900,260728487,0.05,0.05,P,False,140
P,900,260728487,0.05,0.01,P,False,145
P,900,260728487,0.01,0.05,P,False,140
P,901,260728488,0.05,0.05,P,False,180
P,901,260728488,0.05,0.01,P,False,185
P,901,260728488,0.01,0.05,P,False,180
P,902,260728489,0.05,0.05,P,False,133
P,902,260728489,0.05,0.01,P,False,138
P,902,260728489,0.01,0.05,P,False,133
P,903,260728490,0.05,0.05,P,False,132
P,903,260728490,0.05,0.01,P,False,137
P,903,260728490,0.01,0.05,P,False,132
P,904,260728491,0.05,0.05,P,False,175
P,904,260728491,0.05,0.01,P,False,180
P,904,260728491,0.01,0.05,P,False,175
P,905,260728492,0.05,0.05,P,False,141
P,905,260728492,0.05,0.01,P,False,146
P,905,260728492,0.01,0.05,P,False,141
P,906,260728493,0.05,0.05,P,False,174
P,906,260728493,0.05,0.01,P,False,179
P,906,260728493,0.01,0.05,P,False,174
P,907,260728494,0.05,0.05,P,False,100
P,907,260728494,0.05,0.01,P,False,113
P,907,260728494,0.01,0.05,P,False,100
P,908,260728495,0.05,0.05,P,False,126
P,908,260728495,0.05,0.01,P,False,131
P,908,260728495,0.01,0.05,P,False,126
P,909,260728496,0.05,0.05,P,False,165
P,909,260728496,0.05,0.01,P,False,170
P,909,260728496,0.01,0.05,P,False,165
P,910,260728497,0.05,0.05,P,False,188
P,910,260728497,0.05,0.01,P,False,194
P,910,260728497,0.01,0.05,P,False,188
P,911,260728498,0.05,0.05,P,False,128
P,911,260728498,0.05,0.01,P,False,132
P,911,260728498,0.01,0.05,P,False,128
P,912,260728499,0.05,0.05,P,False,124
P,912,260728499,0.05,0.01,P,False,129
P,912,260728499,0.01,0.05,P,False,124
P,913,260728500,0.05,0.05,P,False,116
P,913,260728500,0.05,0.01,P,False,139
P,913,260728500,0.01,0.05,P,False,116
P,914,260728501,0.05,0.05,P,False,132
P,914,260728501,0.05,0.01,P,False,137
P,914,260728501,0.01,0.05,P,False,132
P,915,260728502,0.05,0.05,P,False,116
P,915,260728502,0.05,0.01,P,False,121
P,915,260728502,0.01,0.05,P,False,116
P,916,260728503,0.05,0.05,P,False,154
P,916,260728503,0.05,0.01,P,False,160
P,916,260728503,0.01,0.05,P,False,154
P,917,260728504,0.05,0.05,P,False,157
P,917,260728504,0.05,0.01,P,False,170
P,917,260728504,0.01,0.05,P,False,157
P,918,260728505,0.05,0.05,P,False,140
P,918,260728505,0.05,0.01,P,False,145
P,918,260728505,0.01,0.05,P,False,140
P,919,260728506,0.05,0.05,P,False,152
P,919,260728506,0.05,0.01,P,False,157
P,919,260728506,0.01,0.05,P,False,152
P,920,260728507,0.05,0.05,P,False,119
P,920,260728507,0.05,0.01,P,False,124
P,920,260728507,0.01,0.05,P,False,119
P,921,260728508,0.05,0.05,P,False,138
P,921,260728508,0.05,0.01,P,False,143
P,921,260728508,0.01,0.05,P,False,138
P,922,260728509,0.05,0.05,P,False,155
P,922,260728509,0.05,0.01,P,False,160
P,922,260728509,0.01,0.05,P,False,155
P,923,260728510,0.05,0.05,P,False,154
P,923,260728510,0.05,0.01,P,False,159
P,923,260728510,0.01,0.05,P,False,154
P,924,260728511,0.05,0.05,P,False,104
P,924,260728511,0.05,0.01,P,False,126
P,924,260728511,0.01,0.05,P,False,104
P,925,260728512,0.05,0.05,P,False,144
P,925,260728512,0.05,0.01,P,False,149
P,925,260728512,0.01,0.05,P,False,144
P,926,260728513,0.05,0.05,P,False,121
P,926,260728513,0.05,0.01,P,False,126
P,926,260728513,0.01,0.05,P,False,121
P,927,260728514,0.05,0.05,P,False,128
P,927,260728514,0.05,0.01,P,False,133
P,927,260728514,0.01,0.05,P,False,128
P,928,260728515,0.05,0.05,P,False,140
P,928,260728515,0.05,0.01,P,False,146
P,928,260728515,0.01,0.05,P,False,140
P,929,260728516,0.05,0.05,P,False,179
P,929,260728516,0.05,0.01,P,False,184
P,929,260728516,0.01,0.05,P,False,179
P,930,260728517,0.05,0.05,P,False,186
P,930,260728517,0.05,0.01,P,False,192
P,930,260728517,0.01,0.05,P,False,186
P,931,260728518,0.05,0.05,P,False,119
P,931,260728518,0.05,0.01,P,False,126
P,931,260728518,0.01,0.05,P,False,119
P,932,260728519,0.05,0.05,P,False,117
P,932,260728519,0.05,0.01,P,False,122
P,932,260728519,0.01,0.05,P,False,117
P,933,260728520,0.05,0.05,P,False,133
P,933,260728520,0.05,0.01,P,False,138
P,933,260728520,0.01,0.05,P,False,133
P,934,260728521,0.05,0.05,P,False,146
P,934,260728521,0.05,0.01,P,False,151
P,934,260728521,0.01,0.05,P,False,146
P,935,260728522,0.05,0.05,P,False,142
P,935,260728522,0.05,0.01,P,False,147
P,935,260728522,0.01,0.05,P,False,142
P,936,260728523,0.05,0.05,P,False,112
P,936,260728523,0.05,0.01,P,False,117
P,936,260728523,0.01,0.05,P,False,112
P,937,260728524,0.05,0.05,P,False,119
P,937,260728524,0.05,0.01,P,False,124
P,937,260728524,0.01,0.05,P,False,119
P,938,260728525,0.05,0.05,P,False,135
P,938,260728525,0.05,0.01,P,False,140
P,938,260728525,0.01,0.05,P,False,135
P,939,260728526,0.05,0.05,P,False,192
P,939,260728526,0.05,0.01,P,False,197
P,939,260728526,0.01,0.05,P,False,192
P,940,260728527,0.05,0.05,P,False,150
P,940,260728527,0.05,0.01,P,False,171
P,940,260728527,0.01,0.05,P,False,150
P,941,260728528,0.05,0.05,P,False,174
P,941,260728528,0.05,0.01,P,False,180
P,941,260728528,0.01,0.05,P,False,174
P,942,260728529,0.05,0.05,P,False,130
P,942,260728529,0.05,0.01,P,False,135
P,942,260728529,0.01,0.05,P,False,130
P,943,260728530,0.05,0.05,P,False,132
P,943,260728530,0.05,0.01,P,False,145
P,943,260728530,0.01,0.05,P,False,132
P,944,260728531,0.05,0.05,P,False,142
P,944,260728531,0.05,0.01,P,False,147
P,944,260728531,0.01,0.05,P,False,142
P,945,260728532,0.05,0.05,P,False,126
P,945,260728532,0.05,0.01,P,False,131
P,945,260728532,0.01,0.05,P,False,126
P,946,260728533,0.05,0.05,P,False,130
P,946,260728533,0.05,0.01,P,False,135
P,946,260728533,0.01,0.05,P,False,130
P,947,260728534,0.05,0.05,P,False,191
P,947,260728534,0.05,0.01,P,False,197
P,947,260728534,0.01,0.05,P,False,191
P,948,260728535,0.05,0.05,P,False,187
P,948,260728535,0.05,0.01,P,False,192
P,948,260728535,0.01,0.05,P,False,187
P,949,260728536,0.05,0.05,P,False,127
P,949,260728536,0.05,0.01,P,False,132
P,949,260728536,0.01,0.05,P,False,127
P,950,260728537,0.05,0.05,P,False,102
P,950,260728537,0.05,0.01,P,False,107
P,950,260728537,0.01,0.05,P,False,102
P,951,260728538,0.05,0.05,P,False,130
P,951,260728538,0.05,0.01,P,False,145
P,951,260728538,0.01,0.05,P,False,130
P,952,260728539,0.05,0.05,P,False,120
P,952,260728539,0.05,0.01,P,False,125
P,952,260728539,0.01,0.05,P,False,120
P,953,260728540,0.05,0.05,P,False,117
P,953,260728540,0.05,0.01,P,False,122
P,953,260728540,0.01,0.05,P,False,117
P,954,260728541,0.05,0.05,P,False,145
P,954,260728541,0.05,0.01,P,False,160
P,954,260728541,0.01,0.05,P,False,145
P,955,260728542,0.05,0.05,P,False,149
P,955,260728542,0.05,0.01,P,False,154
P,955,260728542,0.01,0.05,P,False,149
P,956,260728543,0.05,0.05,P,False,142
P,956,260728543,0.05,0.01,P,False,147
P,956,260728543,0.01,0.05,P,False,142
P,957,260728544,0.05,0.05,P,False,125
P,957,260728544,0.05,0.01,P,False,130
P,957,260728544,0.01,0.05,P,False,125
P,958,260728545,0.05,0.05,P,False,181
P,958,260728545,0.05,0.01,P,False,186
P,958,260728545,0.01,0.05,P,False,181
P,959,260728546,0.05,0.05,P,False,114
P,959,260728546,0.05,0.01,P,False,119
P,959,260728546,0.01,0.05,P,False,114
P,960,260728547,0.05,0.05,P,False,135
P,960,260728547,0.05,0.01,P,False,140
P,960,260728547,0.01,0.05,P,False,135
P,961,260728548,0.05,0.05,P,False,120
P,961,260728548,0.05,0.01,P,False,131
P,961,260728548,0.01,0.05,P,False,120
P,962,260728549,0.05,0.05,P,False,205
P,962,260728549,0.05,0.01,P,False,210
P,962,260728549,0.01,0.05,P,False,205
P,963,260728550,0.05,0.05,P,False,158
P,963,260728550,0.05,0.01,P,False,163
P,963,260728550,0.01,0.05,P,False,158
P,964,260728551,0.05,0.05,P,False,104
P,964,260728551,0.05,0.01,P,False,109
P,964,260728551,0.01,0.05,P,False,104
P,965,260728552,0.05,0.05,P,False,164
P,965,260728552,0.05,0.01,P,False,175
P,965,260728552,0.01,0.05,P,False,164
P,966,260728553,0.05,0.05,P,False,124
P,966,260728553,0.05,0.01,P,False,129
P,966,260728553,0.01,0.05,P,False,124
P,967,260728554,0.05,0.05,P,False,120
P,967,260728554,0.05,0.01,P,False,134
P,967,260728554,0.01,0.05,P,False,120
P,968,260728555,0.05,0.05,P,False,229
P,968,260728555,0.05,0.01,P,False,240
P,968,260728555,0.01,0.05,P,False,229
P,969,260728556,0.05,0.05,P,False,139
P,969,260728556,0.05,0.01,P,False,157
P,969,260728556,0.01,0.05,P,False,139
P,970,260728557,0.05,0.05,P,False,137
