truth,trial,seed,alpha,beta,decision,error,stopping_time
P,575,260728162,0.05,0.01,P,False,138
P,575,260728162,0.01,0.05,P,False,120
P,576,260728163,0.05,0.05,P,False,143
P,576,260728163,0.05,0.01,P,False,148
P,576,260728163,0.01,0.05,P,False,143
P,577,260728164,0.05,0.05,P,False,91
P,577,260728164,0.05,0.01,P,False,110
P,577,260728164,0.01,0.05,P,False,91
P,578,260728165,0.05,0.05,P,False,124
P,578,260728165,0.05,0.01,P,False,128
P,578,260728165,0.01,0.05,P,False,124
P,579,260728166,0.05,0.05,P,False,175
P,579,260728166,0.05,0.01,P,False,180
P,579,260728166,0.01,0.05,P,False,175
P,580,260728167,0.05,0.05,P,False,102
P,580,260728167,0.05,0.01,P,False,116
P,580,260728167,0.01,0.05,P,False,102
P,581,260728168,0.05,0.05,P,False,144
P,581,260728168,0.05,0.01,P,False,149
P,581,260728168,0.01,0.05,P,False,144
P,582,260728169,0.05,0.05,P,False,168
P,582,260728169,0.05,0.01,P,False,173
P,582,260728169,0.01,0.05,P,False,168
P,583,260728170,0.05,0.05,P,False,145
P,583,260728170,0.05,0.01,P,False,160
P,583,260728170,0.01,0.05,P,False,145
P,584,260728171,0.05,0.05,P,False,122
P,584,260728171,0.05,0.01,P,False,126
P,584,260728171,0.01,0.05,P,False,122
P,585,260728172,0.05,0.05,P,False,111
P,585,260728172,0.05,0.01,P,False,126
P,585,260728172,0.01,0.05,P,False,111
P,586,260728173,0.05,0.05,P,False,158
P,586,260728173,0.05,0.01,P,False,163
P,586,260728173,0.01,0.05,P,False,158
P,587,260728174,0.05,0.05,P,False,99
P,587,260728174,0.05,0.01,P,False,105
P,587,260728174,0.01,0.05,P,False,99
P,588,260728175,0.05,0.05,P,False,99
P,588,260728175,0.05,0.01,P,False,104
P,588,260728175,0.01,0.05,P,False,99
P,589,260728176,0.05,0.05,P,False,137
P,589,260728176,0.05,0.01,P,False,142
P,589,260728176,0.01,0.05,P,False,137
P,590,260728177,0.05,0.05,P,False,134
P,590,260728177,0.05,0.01,P,False,140
P,590,260728177,0.01,0.05,P,False,134
P,591,260728178,0.05,0.05,P,False,141
P,591,260728178,0.05,0.01,P,False,146
P,591,260728178,0.01,0.05,P,False,141
P,592,260728179,0.05,0.05,P,False,146
P,592,260728179,0.05,0.01,P,False,151
P,592,260728179,0.01,0.05,P,False,146
P,593,260728180,0.05,0.05,P,False,158
P,593,260728180,0.05,0.01,P,False,163
P,593,260728180,0.01,0.05,P,False,158
P,594,260728181,0.05,0.05,P,False,128
P,594,260728181,0.05,0.01,P,False,133
P,594,260728181,0.01,0.05,P,False,128
P,595,260728182,0.05,0.05,P,False,159
P,595,260728182,0.05,0.01,P,False,164
P,595,260728182,0.01,0.05,P,False,159
P,596,260728183,0.05,0.05,P,False,185
P,596,260728183,0.05,0.01,P,False,190
P,596,260728183,0.01,0.05,P,False,185
P,597,260728184,0.05,0.05,P,False,134
P,597,260728184,0.05,0.01,P,False,139
P,597,260728184,0.01,0.05,P,False,134
P,598,260728185,0.05,0.05,P,False,181
P,598,260728185,0.05,0.01,P,False,187
P,598,260728185,0.01,0.05,P,False,181
P,599,260728186,0.05,0.05,P,False,156
P,599,260728186,0.05,0.01,P,False,161
P,599,260728186,0.01,0.05,P,False,156
P,600,260728187,0.05,0.05,P,False,105
P,600,260728187,0.05,0.01,P,False,173
P,600,260728187,0.01,0.05,P,False,105
P,601,260728188,0.05,0.05,P,False,142
P,601,260728188,0.05,0.01,P,False,147
P,601,260728188,0.01,0.05,P,False,142
P,602,260728189,0.05,0.05,P,False,124
P,602,260728189,0.05,0.01,P,False,129
P,602,260728189,0.01,0.05,P,False,124
P,603,260728190,0.05,0.05,P,False,112
P,603,260728190,0.05,0.01,P,False,117
P,603,260728190,0.01,0.05,P,False,112
P,604,260728191,0.05,0.05,P,False,127
P,604,260728191,0.05,0.01,P,False,132
P,604,260728191,0.01,0.05,P,False,127
P,605,260728192,0.05,0.05,P,False,155
P,605,260728192,0.05,0.01,P,False,167
P,605,260728192,0.01,0.05,P,False,155
P,606,260728193,0.05,0.05,P,False,105
P,606,260728193,0.05,0.01,P,False,115
P,606,260728193,0.01,0.05,P,False,105
P,607,260728194,0.05,0.05,P,False,125
P,607,260728194,0.05,0.01,P,False,130
P,607,260728194,0.01,0.05,P,False,125
P,608,260728195,0.05,0.05,P,False,133
P,608,260728195,0.05,0.01,P,False,137
P,608,260728195,0.01,0.05,P,False,133
P,609,260728196,0.05,0.05,P,False,121
P,609,260728196,0.05,0.01,P,False,125
P,609,260728196,0.01,0.05,P,False,121
P,610,260728197,0.05,0.05,P,False,130
P,610,260728197,0.05,0.01,P,False,135
P,610,260728197,0.01,0.05,P,False,130
P,611,260728198,0.05,0.05,P,False,105
P,611,260728198,0.05,0.01,P,False,109
P,611,260728198,0.01,0.05,P,False,105
P,612,260728199,0.05,0.05,P,False,170
P,612,260728199,0.05,0.01,P,False,175
P,612,260728199,0.01,0.05,P,False,170
P,613,260728200,0.05,0.05,P,False,167
P,613,260728200,0.05,0.01,P,False,172
P,613,260728200,0.01,0.05,P,False,167
P,614,260728201,0.05,0.05,P,False,170
P,614,260728201,0.05,0.01,P,False,190
P,614,260728201,0.01,0.05,P,False,170
P,615,260728202,0.05,0.05,P,False,222
P,615,260728202,0.05,0.01,P,False,233
P,615,260728202,0.01,0.05,P,False,222
P,616,260728203,0.05,0.05,P,False,143
P,616,260728203,0.05,0.01,P,False,148
P,616,260728203,0.01,0.05,P,False,143
P,617,260728204,0.05,0.05,P,False,132
P,617,260728204,0.05,0.01,P,False,140
P,617,260728204,0.01,0.05,P,False,132
P,618,260728205,0.05,0.05,P,False,231
P,618,260728205,0.05,0.01,P,False,236
P,618,260728205,0.01,0.05,P,False,231
P,619,260728206,0.05,0.05,P,False,105
P,619,260728206,0.05,0.01,P,False,110
P,619,260728206,0.01,0.05,P,False,105
P,620,260728207,0.05,0.05,P,False,155
P,620,260728207,0.05,0.01,P,False,160
P,620,260728207,0.01,0.05,P,False,155
P,621,260728208,0.05,0.05,P,False,117
P,621,260728208,0.05,0.01,P,False,122
P,621,260728208,0.01,0.05,P,False,117
P,622,260728209,0.05,0.05,P,False,138
P,622,260728209,0.05,0.01,P,False,143
P,622,260728209,0.01,0.05,P,False,138
P,623,260728210,0.05,0.05,P,False,167
P,623,260728210,0.05,0.01,P,False,172
P,623,260728210,0.01,0.05,P,False,167
P,624,260728211,0.05,0.05,P,False,146
P,624,260728211,0.05,0.01,P,False,151
P,624,260728211,0.01,0.05,P,False,146
P,625,260728212,0.05,0.05,P,False,190
P,625,260728212,0.05,0.01,P,False,196
P,625,260728212,0.01,0.05,P,False,190
P,626,260728213,0.05,0.05,P,False,145
P,626,260728213,0.05,0.01,P,False,150
P,626,260728213,0.01,0.05,P,False,145
P,627,260728214,0.05,0.05,P,False,176
P,627,260728214,0.05,0.01,P,False,181
P,627,260728214,0.01,0.05,P,False,176
P,628,260728215,0.05,0.05,P,False,121
P,628,260728215,0.05,0.01,P,False,135
P,628,260728215,0.01,0.05,P,False,121
P,629,260728216,0.05,0.05,P,False,109
P,629,260728216,0.05,0.01,P,False,114
P,629,260728216,0.01,0.05,P,False,109
P,630,260728217,0.05,0.05,P,False,149
P,630,260728217,0.05,0.01,P,False,154
P,630,260728217,0.01,0.05,P,False,149
P,631,260728218,0.05,0.05,P,False,143
P,631,260728218,0.05,0.01,P,False,148
P,631,260728218,0.01,0.05,P,False,143
P,632,260728219,0.05,0.05,P,False,126
P,632,260728219,0.05,0.01,P,False,131
P,632,260728219,0.01,0.05,P,False,126
P,633,260728220,0.05,0.05,P,False,186
P,633,260728220,0.05,0.01,P,False,191
P,633,260728220,0.01,0.05,P,False,186
P,634,260728221,0.05,0.05,P,False,140
P,634,260728221,0.05,0.01,P,False,145
P,634,260728221,0.01,0.05,P,False,140
P,635,260728222,0.05,0.05,P,False,123
P,635,260728222,0.05,0.01,P,False,129
P,635,260728222,0.01,0.05,P,False,123
P,636,260728223,0.05,0.05,P,False,95
P,636,260728223,0.05,0.01,P,False,100
P,636,260728223,0.01,0.05,P,False,95
P,637,260728224,0.05,0.05,P,False,111
P,637,260728224,0.05,0.01,P,False,115
P,637,260728224,0.01,0.05,P,False,111
P,638,260728225,0.05,0.05,P,False,130
P,638,260728225,0.05,0.01,P,False,135
P,638,260728225,0.01,0.05,P,False,130
P,639,260728226,0.05,0.05,P,False,161
P,639,260728226,0.05,0.01,P,False,166
P,639,260728226,0.01,0.05,P,False,161
P,640,260728227,0.05,0.05,P,False,109
P,640,260728227,0.05,0.01,P,False,114
P,640,260728227,0.01,0.05,P,False,109
P,641,260728228,0.05,0.05,P,False,95
P,641,260728228,0.05,0.01,P,False,99
P,641,260728228,0.01,0.05,P,False,95
P,642,260728229,0.05,0.05,P,False,149
P,642,260728229,0.05,0.01,P,False,154
P,642,260728229,0.01,0.05,P,False,149
P,643,260728230,0.05,0.05,P,False,197
P,643,260728230,0.05,0.01,P,False,202
P,643,260728230,0.01,0.05,P,False,197
P,644,260728231,0.05,0.05,P,False,173
P,644,260728231,0.05,0.01,P,False,178
P,644,260728231,0.01,0.05,P,False,173
P,645,260728232,0.05,0.05,P,False,116
P,645,260728232,0.05,0.01,P,False,121
P,645,260728232,0.01,0.05,P,False,116
P,646,260728233,0.05,0.05,P,False,189
P,646,260728233,0.05,0.01,P,False,200
P,646,260728233,0.01,0.05,P,False,189
P,647,260728234,0.05,0.05,P,False,150
P,647,260728234,0.05,0.01,P,False,155
P,647,260728234,0.01,0.05,P,False,150
P,648,260728235,0.05,0.05,P,False,141
P,648,260728235,0.05,0.01,P,False,146
P,648,260728235,0.01,0.05,P,False,141
P,649,260728236,0.05,0.05,P,False,176
P,649,260728236,0.05,0.01,P,False,181
P,649,260728236,0.01,0.05,P,False,176
P,650,260728237,0.05,0.05,P,False,144
P,650,260728237,0.05,0.01,P,False,149
P,650,260728237,0.01,0.05,P,False,144
P,651,260728238,0.05,0.05,P,False,197
P,651,260728238,0.05,0.01,P,False,202
P,651,260728238,0.01,0.05,P,False,197
P,652,260728239,0.05,0.05,P,False,125
P,652,260728239,0.05,0.01,P,False,130
P,652,260728239,0.01,0.05,P,False,125
P,653,260728240,0.05,0.05,P,False,166
P,653,260728240,0.05,0.01,P,False,171
P,653,260728240,0.01,0.05,P,False,166
P,654,260728241,0.05,0.05,P,False,137
P,654,260728241,0.05,0.01,P,False,142
P,654,260728241,0.01,0.05,P,False,137
P,655,260728242,0.05,0.05,P,False,107
P,655,260728242,0.05,0.01,P,False,112
P,655,260728242,0.01,0.05,P,False,107
P,656,260728243,0.05,0.05,P,False,136
P,656,260728243,0.05,0.01,P,False,145
P,656,260728243,0.01,0.05,P,False,136
P,657,260728244,0.05,0.05,P,False,103
P,657,260728244,0.05,0.01,P,False,107
P,657,260728244,0.01,0.05,P,False,103
P,658,260728245,0.05,0.05,P,False,116
P,658,260728245,0.05,0.01,P,False,121
P,658,260728245,0.01,0.05,P,False,116
P,659,260728246,0.05,0.05,P,False,191
P,659,260728246,0.05,0.01,P,False,197
P,659,260728246,0.01,0.05,P,False,191
P,660,260728247,0.05,0.05,P,False,140
P,660,260728247,0.05,0.01,P,False,170
P,660,260728247,0.01,0.05,P,False,140
P,661,260728248,0.05,0.05,P,False,119
P,661,260728248,0.05,0.01,P,False,129
P,661,260728248,0.01,0.05,P,False,119
P,662,260728249,0.05,0.05,P,False,129
P,662,260728249,0.05,0.01,P,False,134
P,662,260728249,0.01,0.05,P,False,129
P,663,260728250,0.05,0.05,P,False,101
P,663,260728250,0.05,0.01,P,False,105
P,663,260728250,0.01,0.05,P,False,101
P,664,260728251,0.05,0.05,P,False,163
P,664,260728251,0.05,0.01,P,False,168
P,664,260728251,0.01,0.05,P,False,163
P,665,260728252,0.05,0.05,P,False,127
P,665,260728252,0.05,0.01,P,False,132
P,665,260728252,0.01,0.05,P,False,127
P,666,260728253,0.05,0.05,P,False,142
P,666,260728253,0.05,0.01,P,False,160
P,666,260728253,0.01,0.05,P,False,142
P,667,260728254,0.05,0.05,P,False,142
P,667,260728254,0.05,0.01,P,False,147
P,667,260728254,0.01,0.05,P,False,142
P,668,260728255,0.05,0.05,P,False,91
P,668,260728255,0.05,0.01,P,False,96
P,668,260728255,0.01,0.05,P,False,91
P,669,260728256,0.05,0.05,P,False,207
P,669,260728256,0.05,0.01,P,False,213
P,669,260728256,0.01,0.05,P,False,207
P,670,260728257,0.05,0.05,P,False,99
P,670,260728257,0.05,0.01,P,False,105
P,670,260728257,0.01,0.05,P,False,99
P,671,260728258,0.05,0.05,P,False,139
P,671,260728258,0.05,0.01,P,False,145
P,671,260728258,0.01,0.05,P,False,139
P,672,260728259,0.05,0.05,P,False,118
P,672,260728259,0.05,0.01,P,False,130
P,672,260728259,0.01,0.05,P,False,118
P,673,260728260,0.05,0.05,P,False,117
P,673,260728260,0.05,0.01,P,False,121
P,673,260728260,0.01,0.05,P,False,117
P,674,260728261,0.05,0.05,P,False,164
P,674,260728261,0.05,0.01,P,False,170
P,674,260728261,0.01,0.05,P,False,164
P,675,260728262,0.05,0.05,P,False,140
P,675,260728262,0.05,0.01,P,False,145
P,675,260728262,0.01,0.05,P,False,140
P,676,260728263,0.05,0.05,P,False,167
P,676,260728263,0.05,0.01,P,False,172
P,676,260728263,0.01,0.05,P,False,167
P,677,260728264,0.05,0.05,P,False,179
P,677,260728264,0.05,0.01,P,False,184
P,677,260728264,0.01,0.05,P,False,179
P,678,260728265,0.05,0.05,P,False,123
P,678,260728265,0.05,0.01,P,False,128
P,678,260728265,0.01,0.05,P,False,123
P,679,260728266,0.05,0.05,P,False,202
P,679,260728266,0.05,0.01,P,False,214
P,679,260728266,0.01,0.05,P,False,202
P,680,260728267,0.05,0.05,P,False,159
P,680,260728267,0.05,0.01,P,False,164
P,680,260728267,0.01,0.05,P,False,159
P,681,260728268,0.05,0.05,P,False,128
P,681,260728268,0.05,0.01,P,False,139
P,681,260728268,0.01,0.05,P,False,128
P,682,260728269,0.05,0.05,P,False,150
P,682,260728269,0.05,0.01,P,False,155
P,682,260728269,0.01,0.05,P,False,150
P,683,260728270,0.05,0.05,P,False,160
P,683,260728270,0.05,0.01,P,False,171
P,683,260728270,0.01,0.05,P,False,160
P,684,260728271,0.05,0.05,P,False,109
P,684,260728271,0.05,0.01,P,False,114
P,684,260728271,0.01,0.05,P,False,109
P,685,260728272,0.05,0.05,P,False,140
P,685,260728272,0.05,0.01,P,False,145
P,685,260728272,0.01,0.05,P,False,140
P,686,260728273,0.05,0.05,P,False,139
P,686,260728273,0.05,0.01,P,False,144
P,686,260728273,0.01,0.05,P,False,139
P,687,260728274,0.05,0.05,P,False,161
P,687,260728274,0.05,0.01,P,False,166
P,687,260728274,0.01,0.05,P,False,161
P,688,260728275,0.05,0.05,P,False,132
P,688,260728275,0.05,0.01,P,False,224
P,688,260728275,0.01,0.05,P,False,132
P,689,260728276,0.05,0.05,P,False,142
P,689,260728276,0.05,0.01,P,False,147
P,689,260728276,0.01,0.05,P,False,142
P,690,260728277,0.05,0.05,P,False,182
P,690,260728277,0.05,0.01,P,False,191
P,690,260728277,0.01,0.05,P,False,182
P,691,260728278,0.05,0.05,P,False,123
P,691,260728278,0.05,0.01,P,False,128
P,691,260728278,0.01,0.05,P,False,123
P,692,260728279,0.05,0.05,P,False,124
P,692,260728279,0.05,0.01,P,False,129
P,692,260728279,0.01,0.05,P,False,124
P,693,260728280,0.05,0.05,P,False,149
P,693,260728280,0.05,0.01,P,False,159
P,693,260728280,0.01,0.05,P,False,149
P,694,260728281,0.05,0.05,P,False,150
P,694,260728281,0.05,0.01,P,False,155
P,694,260728281,0.01,0.05,P,False,150
P,695,260728282,0.05,0.05,P,False,199
P,695,260728282,0.05,0.01,P,False,208
P,695,260728282,0.01,0.05,P,False,199
P,696,260728283,0.05,0.05,P,False,106
P,696,260728283,0.05,0.01,P,False,122
P,696,260728283,0.01,0.05,P,False,106
P,697,260728284,0.05,0.05,P,False,120
P,697,260728284,0.05,0.01,P,False,125
P,697,260728284,0.01,0.05,P,False,120
P,698,260728285,0.05,0.05,P,False,130
P,698,260728285,0.05,0.01,P,False,135
P,698,260728285,0.01,0.05,P,False,130
P,699,260728286,0.05,0.05,P,False,118
P,699,260728286,0.05,0.01,P,False,123
P,699,260728286,0.01,0.05,P,False,118
P,700,260728287,0.05,0.05,P,False,224
P,700,260728287,0.05,0.01,P,False,230
P,700,260728287,0.01,0.05,P,False,224
P,701,260728288,0.05,0.05,P,False,150
P,701,260728288,0.05,0.01,P,False,155
P,701,260728288,0.01,0.05,P,False,150
P,702,260728289,0.05,0.05,P,False,138
P,702,260728289,0.05,0.01,P,False,143
P,702,260728289,0.01,0.05,P,False,138
P,703,260728290,0.05,0.05,P,False,159
P,703,260728290,0.05,0.01,P,False,164
P,703,260728290,0.01,0.05,P,False,159
P,704,260728291,0.05,0.05,P,False,156
P,704,260728291,0.05,0.01,P,False,161
P,704,260728291,0.01,0.05,P,False,156
P,705,260728292,0.05,0.05,P,False,118
P,705,260728292,0.05,0.01,P,False,123
P,705,260728292,0.01,0.05,P,False,118
P,706,260728293,0.05,0.05,P,False,171
P,706,260728293,0.05,0.01,P,False,176
P,706,260728293,0.01,0.05,P,False,171
P,707,260728294,0.05,0.05,P,False,137
P,707,260728294,0.05,0.01,P,False,142
P,707,260728294,0.01,0.05,P,False,137
P,708,260728295,0.05,0.05,P,False,111
P,708,260728295,0.05,0.01,P,False,115
P,708,260728295,0.01,0.05,P,False,111
P,709,260728296,0.05,0.05,P,False,165
P,709,260728296,0.05,0.01,P,False,170
P,709,260728296,0.01,0.05,P,False,165
P,710,260728297,0.05,0.05,P,False,100
P,710,260728297,0.05,0.01,P,False,164
P,710,260728297,0.01,0.05,P,False,100
P,711,260728298,0.05,0.05,P,False,143
P,711,260728298,0.05,0.01,P,False,148
P,711,260728298,0.01,0.05,P,False,143
P,712,260728299,0.05,0.05,P,False,115
P,712,260728299,0.05,0.01,P,False,120
P,712,260728299,0.01,0.05,P,False,115
P,713,260728300,0.05,0.05,P,False,150
P,713,260728300,0.05,0.01,P,False,155
P,713,260728300,0.01,0.05,P,False,150
P,714,260728301,0.05,0.05,P,False,157
P,714,260728301,0.05,0.01,P,False,161
P,714,260728301,0.01,0.05,P,False,157
P,715,260728302,0.05,0.05,P,False,133
P,715,260728302,0.05,0.01,P,False,138
P,715,260728302,0.01,0.05,P,False,133
P,716,260728303,0.05,0.05,P,False,157
P,716,260728303,0.05,0.01,P,False,162
P,716,260728303,0.01,0.05,P,False,157
P,717,260728304,0.05,0.05,P,False,143
P,717,260728304,0.05,0.01,P,False,148
P,717,260728304,0.01,0.05,P,False,143
P,718,260728305,0.05,0.05,P,False,126
P,718,260728305,0.05,0.01,P,False,132
P,718,260728305,0.01,0.05,P,False,126
P,719,260728306,0.05,0.05,P,False,135
P,719,260728306,0.05,0.01,P,False,139
P,719,260728306,0.01,0.05,P,False,135
P,720,260728307,0.05,0.05,P,False,170
P,720,260728307,0.05,0.01,P,False,175
P,720,260728307,0.01,0.05,P,False,170
P,721,260728308,0.05,0.05,P,False,125
P,721,260728308,0.05,0.01,P,False,130
P,721,260728308,0.01,0.05,P,False,125
P,722,260728309,0.05,0.05,P,False,186
P,722,260728309,0.05,0.01,P,False,191
P,722,260728309,0.01,0.05,P,False,186
P,723,260728310,0.05,0.05,P,False,142
P,723,260728310,0.05,0.01,P,False,147
P,723,260728310,0.01,0.05,P,False,142
P,724,260728311,0.05,0.05,P,False,114
P,724,260728311,0.05,0.01,P,False,119
P,724,260728311,0.01,0.05,P,False,114
P,725,260728312,0.05,0.05,P,False,104
P,725,260728312,0.05,0.01,P,False,108
P,725,260728312,0.01,0.05,P,False,104
P,726,260728313,0.05,0.05,P,False,138
P,726,260728313,0.05,0.01,P,False,143
P,726,260728313,0.01,0.05,P,False,138
P,727,260728314,0.05,0.05,P,False,161
P,727,260728314,0.05,0.01,P,False,175
P,727,260728314,0.01,0.05,P,False,161
P,728,260728315,0.05,0.05,P,False,142
P,728,260728315,0.05,0.01,P,False,147
P,728,260728315,0.01,0.05,P,False,142
P,729,260728316,0.05,0.05,P,False,152
P,729,260728316,0.05,0.01,P,False,164
P,729,260728316,0.01,0.05,P,False,152
P,730,260728317,0.05,0.05,P,False,150
P,730,260728317,0.05,0.01,P,False,176
P,730,260728317,0.01,0.05,P,False,150
P,731,260728318,0.05,0.05,P,False,153
P,731,260728318,0.05,0.01,P,False,158
P,731,260728318,0.01,0.05,P,False,153
P,732,260728319,0.05,0.05,P,False,209
P,732,260728319,0.05,0.01,P,False,215
P,732,260728319,0.01,0.05,P,False,209
P,733,260728320,0.05,0.05,P,False,179
P,733,260728320,0.05,0.01,P,False,185
P,733,260728320,0.01,0.05,P,False,179
P,734,260728321,0.05,0.05,P,False,102
P,734,260728321,0.05,0.01,P,False,107
P,734,260728321,0.01,0.05,P,False,102
P,735,260728322,0.05,0.05,P,False,109
P,735,260728322,0.05,0.01,P,False,114
P,735,260728322,0.01,0.05,P,False,109
P,736,260728323,0.05,0.05,P,False,121
P,736,260728323,0.05,0.01,P,False,126
P,736,260728323,0.01,0.05,P,False,121
P,737,260728324,0.05,0.05,P,False,108
P,737,260728324,0.05,0.01,P,False,113
P,737,260728324,0.01,0.05,P,False,108
P,738,260728325,0.05,0.05,P,False,137
P,738,260728325,0.05,0.01,P,False,142
P,738,260728325,0.01,0.05,P,False,137
P,739,260728326,0.05,0.05,P,False,102
P,739,260728326,0.05,0.01,P,False,165
P,739,260728326,0.01,0.05,P,False,102
P,740,260728327,0.05,0.05,P,False,144
P,740,260728327,0.05,0.01,P,False,149
P,740,260728327,0.01,0.05,P,False,144
P,741,260728328,0.05,0.05,P,False,110
P,741,260728328,0.05,0.01,P,False,119
P,741,260728328,0.01,0.05,P,False,110
P,742,260728329,0.05,0.05,P,False,133
P,742,260728329,0.05,0.01,P,False,138
P,742,260728329,0.01,0.05,P,False,133
P,743,260728330,0.05,0.05,P,False,112
P,743,260728330,0.05,0.01,P,False,117
P,743,260728330,0.01,0.05,P,False,112
P,744,260728331,0.05,0.05,P,False,155
P,744,260728331,0.05,0.01,P,False,160
P,744,260728331,0.01,0.05,P,False,155
P,745,260728332,0.05,0.05,P,False,113
P,745,260728332,0.05,0.01,P,False,118
P,745,260728332,0.01,0.05,P,False,113
P,746,260728333,0.05,0.05,P,False,114
P,746,260728333,0.05,0.01,P,False,134
P,746,260728333,0.01,0.05,P,False,114
P,747,260728334,0.05,0.05,P,False,117
P,747,260728334,0.05,0.01,P,False,122
P,747,260728334,0.01,0.05,P,False,117
P,748,260728335,0.05,0.05,P,False,121
P,748,260728335,0.05,0.01,P,False,126
P,748,260728335,0.01,0.05,P,False,121
P,749,260728336,0.05,0.05,P,False,133
P,749,260728336,0.05,0.01,P,False,138
P,749,260728336,0.01,0.05,P,False,133
P,750,260728337,0.05,0.05,P,False,183
P,750,260728337,0.05,0.01,P,False,198
P,750,260728337,0.01,0.05,P,False,183
P,751,260728338,0.05,0.05,P,False,172
P,751,260728338,0.05,0.01,P,False,199
P,751,260728338,0.01,0.05,P,False,172
P,752,260728339,0.05,0.05,P,False,116
P,752,260728339,0.05,0.01,P,False,121
P,752,260728339,0.01,0.05,P,False,116
P,753,260728340,0.05,0.05,P,False,137
P,753,260728340,0.05,0.01,P,False,142
P,753,260728340,0.01,0.05,P,False,137
P,754,260728341,0.05,0.05,P,False,125
P,754,260728341,0.05,0.01,P,False,129
P,754,260728341,0.01,0.05,P,False,125
P,755,260728342,0.05,0.05,P,False,112
P,755,260728342,0.05,0.01,P,False,117
P,755,260728342,0.01,0.05,P,False,112
P,756,260728343,0.05,0.05,P,False,155
P,756,260728343,0.05,0.01,P,False,160
P,756,260728343,0.01,0.05,P,False,155
P,757,260728344,0.05,0.05,P,False,141
P,757,260728344,0.05,0.01,P,False,163
P,757,260728344,0.01,0.05,P,False,141
P,758,260728345,0.05,0.05,P,False,120
P,758,260728345,0.05,0.01,P,False,144
P,758,260728345,0.01,0.05,P,False,120
P,759,260728346,0.05,0.05,P,False,218
P,759,260728346,0.05,0.01,P,False,223
P,759,260728346,0.01,0.05,P,False,218
P,760,260728347,0.05,0.05,P,False,100
P,760,260728347,0.05,0.01,P,False,104
P,760,260728347,0.01,0.05,P,False,100
P,761,260728348,0.05,0.05,P,False,120
P,761,260728348,0.05,0.01,P,False,125
P,761,260728348,0.01,0.05,P,False,120
P,762,260728349,0.05,0.05,P,False,143
P,762,260728349,0.05,0.01,P,False,148
P,762,260728349,0.01,0.05,P,False,143
P,763,260728350,0.05,0.05,P,False,161
P,763,260728350,0.05,0.01,P,False,166
P,763,260728350,0.01,0.05,P,False,161
P,764,260728351,0.05,0.05,P,False,137
P,764,260728351,0.05,0.01,P,False,141
P,764,260728351,0.01,0.05,P,False,137
P,765,260728352,0.05,0.05,P,False,145
P,765,260728352,0.05,0.01,P,False,150
P,765,260728352,0.01,0.05,P,False,145
P,766,260728353,0.05,0.05,P,False,100
P,766,260728353,0.05,0.01,P,False,105
P,766,260728353,0.01,0.05,P,False,100
P,767,260728354,0.05,0.05,P,False,189
P,767,260728354,0.05,0.01,P,False,195
P,767,260728354,0.01,0.05,P,False,189
P,768,260728355,0.05,0.05,P,False,197
P,768,260728355,0.05,0.01,P,False,202
P,768,260728355,0.01,0.05,P,False,197
P,769,260728356,0.05,0.05,P,False,207
P,769,260728356,0.05,0.01,P,False,213
P,769,260728356,0.01,0.05,P,False,207
P,770,260728357,0.05,0.05,P,False,155
P,770,260728357,0.05,0.01,P,False,160
P,770,260728357,0.01,0.05,P,False,155
P,771,260728358,0.05,0.05,P,False,148
P,771,260728358,0.05,0.01,P,False,153
P,771,260728358,0.01,0.05,P,False,148
P,772,260728359,0.05,0.05,P,False,137
P,772,260728359,0.05,0.01,P,False,142
P,772,260728359,0.01,0.05,P,False,137
P,773,260728360,0.05,0.05,P,False,117
P,773,260728360,0.05,0.01,P,False,126
P,773,260728360,0.01,0.05,P,False,117
P,774,260728361,0.05,0.05,P,False,174
P,774,260728361,0.05,0.01,P,False,179
P,774,260728361,0.01,0.05,P,False,174
P,775,260728362,0.05,0.05,P,False,140
P,775,260728362,0.05,0.01,P,False,166
P,775,260728362,0.01,0.05,P,False,140
P,776,260728363,0.05,0.05,P,False,140
P,776,260728363,0.05,0.01,P,False,146
P,776,260728363,0.01,0.05,P,False,140
P,777,260728364,0.05,0.05,P,False,138
P,777,260728364,0.05,0.01,P,False,143
P,777,260728364,0.01,0.05,P,False,138
P,778,260728365,0.05,0.05,P,False,125
P,778,260728365,0.05,0.01,P,False,130
P,778,260728365,0.01,0.05,P,False,125
P,779,260728366,0.05,0.05,P,False,170
P,779,260728366,0.05,0.01,P,False,175
P,779,260728366,0.01,0.05,P,False,170
P,780,260728367,0.05,0.05,P,False,199
P,780,260728367,0.05,0.01,P,False,206
P,780,260728367,0.01,0.05,P,False,199
P,781,260728368,0.05,0.05,P,False,152
P,781,260728368,0.05,0.01,P,False,177
P,781,260728368,0.01,0.05,P,False,152
P,782,260728369,0.05,0.05,P,False,123
P,782,260728369,0.05,0.01,P,False,128
P,782,260728369,0.01,0.05,P,False,123
P,783,260728370,0.05,0.05,P,False,195
P,783,260728370,0.05,0.01,P,False,201
P,783,260728370,0.01,0.05,P,False,195
P,784,260728371,0.05,0.05,P,False,169
P,784,260728371,0.05,0.01,P,False,174
P,784,260728371,0.01,0.05,P,False,169
P,785,260728372,0.05,0.05,P,False,151
P,785,260728372,0.05,0.01,P,False,156
P,785,260728372,0.01,0.05,P,False,151
P,786,260728373,0.05,0.05,P,False,151
P,786,260728373,0.05,0.01,P,False,156
P,786,260728373,0.01,0.05,P,False,151
